arxiv_id,paper_type,period,year,perplexity,alpha_estimate,alpha_ci_half_width,year_alpha_estimate,year_alpha_ci_half_width
2001.0289,regular,pre_llm,2020,46.31111526489258,0.007,0.001,,
2001.00657,regular,pre_llm,2020,70.33440399169922,0.007,0.001,,
2001.05422,regular,pre_llm,2020,64.4044418334961,0.007,0.001,,
2001.05006,regular,pre_llm,2020,105.74165344238281,0.007,0.001,,
2001.04665,regular,pre_llm,2020,106.48057556152344,0.007,0.001,,
2001.03444,regular,pre_llm,2020,24.522157669067383,0.007,0.001,,
2001.02741,regular,pre_llm,2020,60.730567932128906,0.007,0.001,,
2001.11302,review,pre_llm,2020,44.316287994384766,0.069,0.01,,
2001.02314,regular,pre_llm,2020,35.48963165283203,0.007,0.001,,
2001.08514,regular,pre_llm,2020,38.6575813293457,0.007,0.001,,
2001.01091,regular,pre_llm,2020,54.15293502807617,0.007,0.001,,
2001.0105,regular,pre_llm,2020,35.70170211791992,0.007,0.001,,
2001.02408,regular,pre_llm,2020,41.10080337524414,0.007,0.001,,
2001.04627,regular,pre_llm,2020,70.16661071777344,0.007,0.001,,
2001.04775,regular,pre_llm,2020,38.46848678588867,0.007,0.001,,
2001.10117,regular,pre_llm,2020,80.82122039794922,0.007,0.001,,
2001.00702,regular,pre_llm,2020,42.911373138427734,0.007,0.001,,
2001.04322,review,pre_llm,2020,47.86064529418945,0.069,0.01,,
2002.03727,regular,pre_llm,2020,114.81815338134766,0.007,0.001,,
2001.08311,regular,pre_llm,2020,55.9600830078125,0.007,0.001,,
2001.04642,regular,pre_llm,2020,89.59554290771484,0.007,0.001,,
2001.09021,regular,pre_llm,2020,39.883155822753906,0.007,0.001,,
2001.05488,regular,pre_llm,2020,37.77970504760742,0.007,0.001,,
2001.00281,regular,pre_llm,2020,34.578033447265625,0.007,0.001,,
2001.03754,regular,pre_llm,2020,56.76470184326172,0.007,0.001,,
2002.00065,regular,pre_llm,2020,30.86104965209961,0.007,0.001,,
2001.06769,regular,pre_llm,2020,46.492469787597656,0.007,0.001,,
2001.11248,regular,pre_llm,2020,39.576560974121094,0.007,0.001,,
2001.03728,regular,pre_llm,2020,43.251468658447266,0.007,0.001,,
2001.04621,regular,pre_llm,2020,32.9344482421875,0.007,0.001,,
2001.0668,regular,pre_llm,2020,63.10257339477539,0.007,0.001,,
2002.03728,regular,pre_llm,2020,42.1336669921875,0.007,0.001,,
2001.11869,regular,pre_llm,2020,54.760009765625,0.007,0.001,,
2001.07253,regular,pre_llm,2020,59.32728576660156,0.007,0.001,,
2001.02593,regular,pre_llm,2020,65.72527313232422,0.007,0.001,,
2001.06826,regular,pre_llm,2020,37.767662048339844,0.007,0.001,,
2001.06804,regular,pre_llm,2020,43.352901458740234,0.007,0.001,,
2001.05197,regular,pre_llm,2020,32.29444885253906,0.007,0.001,,
2001.01275,regular,pre_llm,2020,63.785213470458984,0.007,0.001,,
2001.09284,regular,pre_llm,2020,39.28611755371094,0.007,0.001,,
2001.03063,regular,pre_llm,2020,31.647531509399414,0.007,0.001,,
2001.07108,regular,pre_llm,2020,63.74127960205078,0.007,0.001,,
2001.0209,regular,pre_llm,2020,94.7998046875,0.007,0.001,,
2001.05923,regular,pre_llm,2020,71.57294464111328,0.007,0.001,,
2001.06902,regular,pre_llm,2020,31.89529800415039,0.007,0.001,,
2001.05744,regular,pre_llm,2020,42.81534194946289,0.007,0.001,,
2001.10853,regular,pre_llm,2020,46.56112289428711,0.007,0.001,,
2001.06816,regular,pre_llm,2020,52.814090728759766,0.007,0.001,,
2001.01162,regular,pre_llm,2020,44.419166564941406,0.007,0.001,,
2001.00487,regular,pre_llm,2020,48.19711685180664,0.007,0.001,,
2001.06612,regular,pre_llm,2020,62.961997985839844,0.007,0.001,,
2001.02899,regular,pre_llm,2020,30.865537643432617,0.007,0.001,,
2001.07434,regular,pre_llm,2020,30.216182708740234,0.007,0.001,,
2001.03483,regular,pre_llm,2020,88.06267547607422,0.007,0.001,,
2001.01211,regular,pre_llm,2020,49.66557693481445,0.007,0.001,,
2001.08589,regular,pre_llm,2020,22.41158676147461,0.007,0.001,,
2001.02905,regular,pre_llm,2020,45.04157257080078,0.007,0.001,,
2001.0868,regular,pre_llm,2020,47.368282318115234,0.007,0.001,,
2001.01293,review,pre_llm,2020,37.921268463134766,0.069,0.01,,
2001.04189,regular,pre_llm,2020,40.70463562011719,0.007,0.001,,
2002.03733,regular,pre_llm,2020,62.33877182006836,0.007,0.001,,
2001.04732,regular,pre_llm,2020,45.14533233642578,0.007,0.001,,
2001.06404,regular,pre_llm,2020,48.43012237548828,0.007,0.001,,
2001.08212,regular,pre_llm,2020,90.57341003417969,0.007,0.001,,
2001.04074,review,pre_llm,2020,27.746902465820312,0.069,0.01,,
2001.02129,regular,pre_llm,2020,40.419227600097656,0.007,0.001,,
2001.04086,regular,pre_llm,2020,64.86151885986328,0.007,0.001,,
2001.03981,regular,pre_llm,2020,54.06352615356445,0.007,0.001,,
2001.02801,regular,pre_llm,2020,42.15471649169922,0.007,0.001,,
2001.06659,regular,pre_llm,2020,35.70857238769531,0.007,0.001,,
2001.03339,regular,pre_llm,2020,40.197940826416016,0.007,0.001,,
2001.06812,regular,pre_llm,2020,31.61512565612793,0.007,0.001,,
2001.11192,regular,pre_llm,2020,46.7734375,0.007,0.001,,
2001.06479,regular,pre_llm,2020,28.918649673461914,0.007,0.001,,
2001.01168,regular,pre_llm,2020,64.89675903320312,0.007,0.001,,
2001.06171,regular,pre_llm,2020,45.3514518737793,0.007,0.001,,
2001.09313,regular,pre_llm,2020,50.54065704345703,0.007,0.001,,
2001.02219,regular,pre_llm,2020,72.22874450683594,0.007,0.001,,
2001.05238,review,pre_llm,2020,57.79470443725586,0.069,0.01,,
2001.06963,regular,pre_llm,2020,91.09320831298828,0.007,0.001,,
2001.02988,regular,pre_llm,2020,48.451786041259766,0.007,0.001,,
2001.09257,regular,pre_llm,2020,33.51692199707031,0.007,0.001,,
2001.04758,review,pre_llm,2020,30.525775909423828,0.069,0.01,,
2001.09389,regular,pre_llm,2020,90.30914306640625,0.007,0.001,,
2001.0336,regular,pre_llm,2020,33.537078857421875,0.007,0.001,,
2001.06409,regular,pre_llm,2020,44.48701095581055,0.007,0.001,,
2001.10709,regular,pre_llm,2020,47.593441009521484,0.007,0.001,,
2001.1118,regular,pre_llm,2020,45.18776321411133,0.007,0.001,,
2001.02865,regular,pre_llm,2020,40.865333557128906,0.007,0.001,,
2001.06774,regular,pre_llm,2020,43.06462860107422,0.007,0.001,,
2001.03856,regular,pre_llm,2020,37.57481384277344,0.007,0.001,,
2001.07354,regular,pre_llm,2020,61.60609817504883,0.007,0.001,,
2001.07444,regular,pre_llm,2020,43.47526550292969,0.007,0.001,,
2001.00722,regular,pre_llm,2020,67.26557922363281,0.007,0.001,,
2001.09671,regular,pre_llm,2020,46.80979537963867,0.007,0.001,,
2001.00335,regular,pre_llm,2020,32.113285064697266,0.007,0.001,,
2001.03734,regular,pre_llm,2020,38.891902923583984,0.007,0.001,,
2001.04325,regular,pre_llm,2020,38.42734909057617,0.007,0.001,,
2001.11284,regular,pre_llm,2020,59.08429718017578,0.007,0.001,,
2001.11935,regular,pre_llm,2020,39.84169006347656,0.007,0.001,,
2001.02816,regular,pre_llm,2020,59.40281295776367,0.007,0.001,,
2001.05661,regular,pre_llm,2020,57.63962173461914,0.007,0.001,,
2001.10785,regular,pre_llm,2020,53.110816955566406,0.007,0.001,,
2001.07871,regular,pre_llm,2020,48.32651901245117,0.007,0.001,,
2001.07577,regular,pre_llm,2020,67.62348937988281,0.007,0.001,,
2001.06538,regular,pre_llm,2020,42.662940979003906,0.007,0.001,,
2001.05036,regular,pre_llm,2020,78.58367156982422,0.007,0.001,,
2001.1158,regular,pre_llm,2020,52.61042404174805,0.007,0.001,,
2001.06427,regular,pre_llm,2020,49.22005844116211,0.007,0.001,,
2001.04735,regular,pre_llm,2020,70.66839599609375,0.007,0.001,,
2001.01886,regular,pre_llm,2020,37.16825866699219,0.007,0.001,,
2001.03194,regular,pre_llm,2020,34.60711669921875,0.007,0.001,,
2001.01869,regular,pre_llm,2020,41.948604583740234,0.007,0.001,,
2001.10331,regular,pre_llm,2020,43.001644134521484,0.007,0.001,,
2001.05578,regular,pre_llm,2020,35.54683303833008,0.007,0.001,,
2001.05246,regular,pre_llm,2020,46.13223648071289,0.007,0.001,,
2001.06967,regular,pre_llm,2020,62.535213470458984,0.007,0.001,,
