arxiv_id,paper_type,period,year,perplexity,alpha_estimate,alpha_ci_half_width,year_alpha_estimate,year_alpha_ci_half_width,alpha_adjusted,alpha_adjusted_ci_half_width,year_alpha_adjusted,year_alpha_adjusted_ci_half_width
2001.02607,regular,pre_llm,2020,32.07617950439453,0.0,0.0,,,0.0,0.0,,
2001.00618,regular,pre_llm,2020,74.65226745605469,0.0,0.0,,,0.0,0.0,,
2001.06788,regular,pre_llm,2020,57.30768585205078,0.0,0.0,,,0.0,0.0,,
2001.06179,regular,pre_llm,2020,49.97845458984375,0.0,0.0,,,0.0,0.0,,
2001.05616,regular,pre_llm,2020,13.486859321594238,0.0,0.0,,,0.0,0.0,,
2001.0338,regular,pre_llm,2020,53.59689331054688,0.0,0.0,,,0.0,0.0,,
2001.02386,regular,pre_llm,2020,66.0796127319336,0.0,0.0,,,0.0,0.0,,
2001.02089,regular,pre_llm,2020,11.11611557006836,0.0,0.0,,,0.0,0.0,,
2001.10219,regular,pre_llm,2020,26.330730438232425,0.0,0.0,,,0.0,0.0,,
2001.00756,review,pre_llm,2020,63.533687591552734,0.001,0.001,,,0.0,0.0,,
2001.00701,regular,pre_llm,2020,57.497013092041016,0.0,0.0,,,0.0,0.0,,
2001.02202,regular,pre_llm,2020,97.28430938720705,0.0,0.0,,,0.0,0.0,,
2001.05515,regular,pre_llm,2020,50.13534164428711,0.0,0.0,,,0.0,0.0,,
2001.05805,regular,pre_llm,2020,21.20197486877441,0.0,0.0,,,0.0,0.0,,
2001.00654,regular,pre_llm,2020,86.59880828857422,0.0,0.0,,,0.0,0.0,,
2001.04805,regular,pre_llm,2020,83.624755859375,0.0,0.0,,,0.0,0.0,,
2001.10141,regular,pre_llm,2020,69.32928466796875,0.0,0.0,,,0.0,0.0,,
2001.0555,regular,pre_llm,2020,143.87261962890625,0.0,0.0,,,0.0,0.0,,
2001.10847,regular,pre_llm,2020,85.96493530273438,0.0,0.0,,,0.0,0.0,,
2001.06843,regular,pre_llm,2020,29.70343017578125,0.0,0.0,,,0.0,0.0,,
2001.00221,regular,pre_llm,2020,174.3017578125,0.0,0.0,,,0.0,0.0,,
2001.09205,regular,pre_llm,2020,75.39562225341797,0.0,0.0,,,0.0,0.0,,
2001.09736,regular,pre_llm,2020,42.44980239868164,0.0,0.0,,,0.0,0.0,,
2001.01856,regular,pre_llm,2020,31.723922729492188,0.0,0.0,,,0.0,0.0,,
2001.08397,regular,pre_llm,2020,204.56625366210935,0.0,0.0,,,0.0,0.0,,
2001.05259,regular,pre_llm,2020,68.12673950195312,0.0,0.0,,,0.0,0.0,,
2001.04112,regular,pre_llm,2020,43.8011360168457,0.0,0.0,,,0.0,0.0,,
2001.03374,regular,pre_llm,2020,19.682540893554688,0.0,0.0,,,0.0,0.0,,
2001.01782,regular,pre_llm,2020,56.175140380859375,0.0,0.0,,,0.0,0.0,,
2001.02517,regular,pre_llm,2020,46.333457946777344,0.0,0.0,,,0.0,0.0,,
2001.11599,regular,pre_llm,2020,30.885032653808597,0.0,0.0,,,0.0,0.0,,
2001.09275,regular,pre_llm,2020,27.147974014282227,0.0,0.0,,,0.0,0.0,,
2001.04083,regular,pre_llm,2020,101.65797424316406,0.0,0.0,,,0.0,0.0,,
2001.0122,regular,pre_llm,2020,25.05262756347656,0.0,0.0,,,0.0,0.0,,
2001.01141,regular,pre_llm,2020,48.690059661865234,0.0,0.0,,,0.0,0.0,,
2001.04579,regular,pre_llm,2020,40.66595077514648,0.0,0.0,,,0.0,0.0,,
2001.01183,regular,pre_llm,2020,52.79069900512695,0.0,0.0,,,0.0,0.0,,
2001.0431,regular,pre_llm,2020,36.080867767333984,0.0,0.0,,,0.0,0.0,,
2001.10246,regular,pre_llm,2020,18.623836517333984,0.0,0.0,,,0.0,0.0,,
2001.04148,regular,pre_llm,2020,68.81048583984375,0.0,0.0,,,0.0,0.0,,
2001.07335,regular,pre_llm,2020,41.00798416137695,0.0,0.0,,,0.0,0.0,,
2001.09781,regular,pre_llm,2020,61.69670486450195,0.0,0.0,,,0.0,0.0,,
2001.00489,regular,pre_llm,2020,30.08785629272461,0.0,0.0,,,0.0,0.0,,
2001.08801,regular,pre_llm,2020,74.08927154541016,0.0,0.0,,,0.0,0.0,,
2001.05758,regular,pre_llm,2020,57.84234619140625,0.0,0.0,,,0.0,0.0,,
2001.06671,regular,pre_llm,2020,69.16233825683594,0.0,0.0,,,0.0,0.0,,
2001.01444,regular,pre_llm,2020,94.68956756591795,0.0,0.0,,,0.0,0.0,,
2001.11768,regular,pre_llm,2020,58.25541305541992,0.0,0.0,,,0.0,0.0,,
2001.11178,regular,pre_llm,2020,107.0420913696289,0.0,0.0,,,0.0,0.0,,
2001.04572,regular,pre_llm,2020,70.82691955566406,0.0,0.0,,,0.0,0.0,,
2001.00969,regular,pre_llm,2020,99.72938537597656,0.0,0.0,,,0.0,0.0,,
2001.06805,regular,pre_llm,2020,39.781097412109375,0.0,0.0,,,0.0,0.0,,
2001.03603,regular,pre_llm,2020,84.57770538330078,0.0,0.0,,,0.0,0.0,,
2001.1003,regular,pre_llm,2020,241.09886169433597,0.0,0.0,,,0.0,0.0,,
2001.07598,regular,pre_llm,2020,68.826171875,0.0,0.0,,,0.0,0.0,,
2001.07506,regular,pre_llm,2020,119.47952270507812,0.0,0.0,,,0.0,0.0,,
2001.10688,regular,pre_llm,2020,137.65969848632812,0.0,0.0,,,0.0,0.0,,
2001.10412,regular,pre_llm,2020,58.58780288696289,0.0,0.0,,,0.0,0.0,,
2001.04337,regular,pre_llm,2020,78.23673248291016,0.0,0.0,,,0.0,0.0,,
