arxiv_id,paper_type,period,year,month,pangram_prediction
2001.06652,review,pre_llm,2020,1,"{'ai_likelihood': 1.2252065870496963e-06, 'text': 'Boundary Value Exploration for Software Analysis\n\n  For software to be reliable and resilient, it is widely accepted that tests\nmust be created and maintained alongside the software itself. One safeguard\nfrom vulnerabilities and failures in code is to ensure correct behavior on the\nboundaries between the input space sub-domains. So-called boundary value\nanalysis (BVA) and boundary value testing (BVT) techniques aim to exercise\nthose boundaries and increase test effectiveness. However, the concepts of BVA\nand BVT themselves are not generally well defined, and it is not clear how to\nidentify relevant sub-domains, and thus the boundaries delineating them, given\na specification. This has limited adoption and hindered automation. We clarify\nBVA and BVT and introduce Boundary Value Exploration (BVE) to describe\ntechniques that support them by helping to detect and identify boundary inputs.\nAdditionally, we propose two concrete BVE techniques based on\ninformation-theoretic distance functions: (i) an algorithm for boundary\ndetection and (ii) the usage of software visualization to explore the behavior\nof the software under test and identify its boundary behavior. As an initial\nevaluation, we apply these techniques on a much used and well-tested date\nhandling library. Our results reveal questionable behavior at boundaries\nhighlighted by our techniques. In conclusion, we argue that the boundary value\nexploration that our techniques enable is a step towards automated boundary\nvalue analysis and testing, fostering their wider use and improving test\neffectiveness and efficiency.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.0963,regular,pre_llm,2020,1,"{'ai_likelihood': 8.609559800889757e-07, 'text': 'Ammonia: An Approach for Deriving Project-specific Bug Patterns\n\n  Finding and fixing buggy code is an important and cost-intensive maintenance\ntask, and static analysis (SA) is one of the methods developers use to perform\nit. SA tools warn developers about potential bugs by scanning their source code\nfor commonly occurring bug patterns, thus giving those developers opportunities\nto fix the warnings (potential bugs) before they release the software.\nTypically, SA tools scan for general bug patterns that are common to any\nsoftware project (such as null pointer dereference), and not for project\nspecific patterns. However, past research has pointed to this lack of\ncustomizability as a severe limiting issue in SA. Accordingly, in this paper,\nwe propose an approach called Ammonia, which is based on statically analyzing\nchanges across the development history of a project, as a means to identify\nproject-specific bug patterns. Furthermore, the bug patterns identified by our\ntool do not relate to just one developer or one specific commit, they reflect\nthe project as a whole and compliment the warnings from other SA tools that\nidentify general bug patterns. Herein, we report on the application of our\nimplemented tool and approach to four Java projects: Ant, Camel, POI, and\nWicket. The results obtained show that our tool could detect 19 project\nspecific bug patterns across those four projects. Next, through manual\nanalysis, we determined that six of those change patterns were actual bugs and\nsubmitted pull requests based on those bug patterns. As a result, five of the\npull requests were merged.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.11245,review,pre_llm,2020,1,"{'ai_likelihood': 1.0596381293402778e-06, 'text': 'An Automated Framework for the Extraction of Semantic Legal Metadata\n  from Legal Texts\n\n  Semantic legal metadata provides information that helps with understanding\nand interpreting legal provisions. Such metadata is therefore important for the\nsystematic analysis of legal requirements. However, manually enhancing a large\nlegal corpus with semantic metadata is prohibitively expensive. Our work is\nmotivated by two observations: (1) the existing requirements engineering (RE)\nliterature does not provide a harmonized view on the semantic metadata types\nthat are useful for legal requirements analysis; (2) automated support for the\nextraction of semantic legal metadata is scarce, and it does not exploit the\nfull potential of artificial intelligence technologies, notably natural\nlanguage processing (NLP) and machine learning (ML). Our objective is to take\nsteps toward overcoming these limitations. To do so, we review and reconcile\nthe semantic legal metadata types proposed in the RE literature. Subsequently,\nwe devise an automated extraction approach for the identified metadata types\nusing NLP and ML. We evaluate our approach through two case studies over the\nLuxembourgish legislation. Our results indicate a high accuracy in the\ngeneration of metadata annotations. In particular, in the two case studies, we\nwere able to obtain precision scores of 97.2% and 82.4% and recall scores of\n94.9% and 92.4%.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.11962,regular,pre_llm,2020,1,"{'ai_likelihood': 0.0, 'text': 'Modeling Events and Events of Events in Software Engineering\n\n  A model is a simplified representation of portion of reality that hides a\nsystem s nonessential characteristics. It provides a means for reducing\ncomplexity as well as visualization and communication and a basis for building\nit. Most models involve graphic languages during many of the software lifecycle\nphases. A new model, called thinging machine (TM), has recently been developed\nas an extension of the input-process-output framework. The paper focuses on\nevents in a TM, offering a new perspective that captures a system s dynamic\nbehaviors and a means of diagrammatically modeling events. The event notion is\nan important factor in giving semantics to specifications and providing a\nnatural way to specify the interfaces and observable behavior of system\ncomponents. Specifically, five generic TM event processes are analyzed: create,\nprocess, receive, release, and transfer. All events can be mapped (or reduced)\nto the events of these five event processes\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.01598,regular,pre_llm,2020,1,"{'ai_likelihood': 9.271833631727431e-07, 'text': 'Why and How to Balance Alignment and Diversity of Requirements\n  Engineering Practices in Automotive\n\n  In large-scale automotive companies, various requirements engineering (RE)\npractices are used across teams. RE practices manifest in Requirements\nInformation Models (RIM) that define what concepts and information should be\ncaptured for requirements. Collaboration of practitioners from different parts\nof an organization is required to define a suitable RIM that balances support\nfor diverse practices in individual teams with the alignment needed for a\nshared view and team support on system level. There exists no guidance for this\nchallenging task. This paper presents a mixed methods study to examine the role\nof RIMs in balancing alignment and diversity of RE practices in four automotive\ncompanies. Our analysis is based on data from systems engineering tools, 11\nsemi-structured interviews, and a survey to validate findings and suggestions.\nWe found that balancing alignment and diversity of RE practices is important to\nconsider when defining RIMs. We further investigated enablers for this balance\nand actions that practitioners take to achieve it. From these factors, we\nderived and evaluated recommendations for managing RIMs in practice that take\ninto account the lifecycle of requirements and allow for diverse practices\nacross sub-disciplines in early development, while enforcing alignment of\nrequirements that are close to release.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.079,regular,pre_llm,2020,1,"{'ai_likelihood': 4.106097751193576e-06, 'text': 'Model-Based Cloud Resource Management with TOSCA and OCCI\n\n  With the advent of cloud computing, different cloud providers with\nheterogeneous cloud services (compute, storage, network, applications, etc.)\nand their related Application Programming Interfaces (APIs) have emerged. This\nheterogeneity complicates the implementation of an interoperable cloud system.\nSeveral standards have been proposed to address this challenge and provide a\nunified interface to cloud resources. The Open Cloud Computing Interface (OCCI)\nthereby focuses on the standardization of a common API for\nInfrastructure-as-a-Service (IaaS) providers while the Topology and\nOrchestration Specification for Cloud Applications (TOSCA) focuses on the\nstandardization of a template language to enable the proper definition of the\ntopology of cloud applications and their orchestrations on top of a cloud\nsystem. TOSCA thereby does not define how the application topologies are\ncreated on the cloud. Therefore, we analyse the conceptual similarities between\nthe two approaches and we study how we can integrate them to obtain a complete\nstandard-based approach to manage both cloud infrastructure and cloud\napplication layers. We propose an automated extensive mapping between the\nconcepts of the two standards and we provide TOSCA Studio, a model-driven tool\nchain for TOSCA that conforms to OCCI. TOSCA Studio allows to graphically\ndesign cloud applications as well as to deploy and manage them at runtime using\na fully model-driven cloud orchestrator based on the two standards. Our\ncontribution is validated by successfully designing and deploying three cloud\napplications: WordPress, Node Cellar and Multi-Tier.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.04808,regular,pre_llm,2020,1,"{'ai_likelihood': 1.0463926527235244e-05, 'text': 'Testing with Jupyter notebooks: NoteBook VALidation (nbval) plug-in for\n  pytest\n\n  The Notebook validation tool nbval allows to load and execute Python code\nfrom a Jupyter notebook file. While computing outputs from the cells in the\nnotebook, these outputs are compared with the outputs saved in the notebook\nfile, treating each cell as a test. Deviations are reported as test failures,\nwith various configuration options available to control the behaviour.\nApplication use cases include the validation of notebook-based documentation,\ntutorials and textbooks, as well as the use of notebooks as additional unit,\nintegration and system tests for the libraries that are used in the notebook.\nNbval is implemented as a plugin for the pytest testing software.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.00219,review,pre_llm,2020,1,"{'ai_likelihood': 1.953707800971137e-06, 'text': 'Business Value of ITSM. Requirement or Mirage?\n\n  This paper builds on a presentation provided as part of a recent panel\nsession on ITSM (IT Service Management) Business Value at the NYC itSMF\n(Service Management Forum) Local Interest Group meeting. The panel presentation\nexplored the definition of Business Value and how ITSM itself could be measured\nto produce business value. While ITSM and ITIL have been in use for years it\noften remains a challenge to demonstrate the business value of these methods or\neven to understand business value itself. This paper expands on the panel\ndiscussion on what is meant by business value and how it can be found (if at\nall) in the context of ITSM development and process improvement.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.10281,regular,pre_llm,2020,1,"{'ai_likelihood': 8.609559800889757e-07, 'text': ""Efficient Logging for Blockchain Applications\n\n  Second generation blockchain platforms, like Ethereum, can store arbitrary\ndata and execute user-defined smart contracts. Due to the shared nature of\nblockchains, understanding the usage of blockchain-based applications and the\nunderlying network is crucial. Although log analysis is a well-established\nmeans, data extraction from blockchain platforms can be highly inconvenient and\nslow, not least due to the absence of logging libraries. To close the gap, we\nhere introduce the Ethereum Logging Framework (ELF) which is highly\nconfigurable and available as open source. ELF supports users (i) in generating\ncost-efficient logging code readily embeddable into smart contracts and (ii) in\nextracting log analysis data into common formats regardless of whether the code\ngeneration has been used during development. We provide an overview of and\nrationale for the framework's features, outline implementation details, and\ndemonstrate ELF's versatility based on three case studies from the public\nEthereum blockchain.\n"", 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.06426,regular,pre_llm,2020,1,"{'ai_likelihood': 7.318125830756294e-06, 'text': ""Eye of the Mind: Image Processing for Social Coding\n\n  Developers are increasingly sharing images in social coding environments\nalongside the growth in visual interactions within social networks. The\nanalysis of the ratio between the textual and visual content of Mozilla's\nchange requests and in Q/As of StackOverflow programming revealed a steady\nincrease in sharing images over the past five years. Developers' shared images\nare meaningful and are providing complementary information compared to their\nassociated text. Often, the shared images are essential in understanding the\nchange requests, questions, or the responses submitted. Relying on these\nobservations, we delve into the potential of automatic completion of textual\nsoftware artifacts with visual content.\n"", 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.02941,regular,pre_llm,2020,1,"{'ai_likelihood': 2.980232238769531e-07, 'text': ""Killing Stubborn Mutants with Symbolic Execution\n\n  We introduce SeMu, a Dynamic Symbolic Execution technique that generates test\ninputs capable of killing stubborn mutants (killable mutants that remain\nundetected after a reasonable amount of testing). SeMu aims at mutant\npropagation (triggering erroneous states to the program output) by\nincrementally searching for divergent program behaviours between the original\nand the mutant versions. We model the mutant killing problem as a symbolic\nexecution search within a specific area in the programs' symbolic tree. In this\nframework, the search area is defined and controlled by parameters that allow\nscalable and cost-effective mutant killing. We integrate SeMu in KLEE and\nexperimented with Coreutils (a benchmark frequently used in symbolic execution\nstudies). Our results show that our modelling plays an important role in mutant\nkilling. Perhaps more importantly, our results also show that, within a\ntwo-hour time limit, SeMu kills 37% of the stubborn mutants, where KLEE kills\nnone and where the mutant infection strategy (strategy suggested by previous\nresearch) kills 17%.\n"", 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.07808,review,pre_llm,2020,1,"{'ai_likelihood': 1.6887982686360678e-06, 'text': ""A Comprehensive Study of Bloated Dependencies in the Maven Ecosystem\n\n  Build automation tools and package managers have a profound influence on\nsoftware development. They facilitate the reuse of third-party libraries,\nsupport a clear separation between the application's code and its external\ndependencies, and automate several software development tasks. However, the\nwide adoption of these tools introduces new challenges related to dependency\nmanagement. In this paper, we propose an original study of one such challenge:\nthe emergence of bloated dependencies.\n  Bloated dependencies are libraries that the build tool packages with the\napplication's compiled code but that are actually not necessary to build and\nrun the application. This phenomenon artificially grows the size of the built\nbinary and increases maintenance effort. We propose a tool, called DepClean, to\nanalyze the presence of bloated dependencies in Maven artifacts. We analyze\n9,639 Java artifacts hosted on Maven Central, which include a total of 723,444\ndependency relationships. Our key result is that 75.1% of the analyzed\ndependency relationships are bloated. In other words, it is feasible to reduce\nthe number of dependencies of Maven artifacts up to 1/4 of its current count.\nWe also perform a qualitative study with 30 notable open-source projects. Our\nresults indicate that developers pay attention to their dependencies and are\nwilling to remove bloated dependencies: 18/21 answered pull requests were\naccepted and merged by developers, removing 131 dependencies in total.\n"", 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.03338,regular,pre_llm,2020,1,"{'ai_likelihood': 6.523397233751085e-06, 'text': ""The Effectiveness of Supervised Machine Learning Algorithms in\n  Predicting Software Refactoring\n\n  Refactoring is the process of changing the internal structure of software to\nimprove its quality without modifying its external behavior. Empirical studies\nhave repeatedly shown that refactoring has a positive impact on the\nunderstandability and maintainability of software systems. However, before\ncarrying out refactoring activities, developers need to identify refactoring\nopportunities. Currently, refactoring opportunity identification heavily relies\non developers' expertise and intuition. In this paper, we investigate the\neffectiveness of machine learning algorithms in predicting software\nrefactorings. More specifically, we train six different machine learning\nalgorithms (i.e., Logistic Regression, Naive Bayes, Support Vector Machine,\nDecision Trees, Random Forest, and Neural Network) with a dataset comprising\nover two million refactorings from 11,149 real-world projects from the Apache,\nF-Droid, and GitHub ecosystems. The resulting models predict 20 different\nrefactorings at class, method, and variable-levels with an accuracy often\nhigher than 90%. Our results show that (i) Random Forests are the best models\nfor predicting software refactoring, (ii) process and ownership metrics seem to\nplay a crucial role in the creation of better models, and (iii) models\ngeneralize well in different contexts.\n"", 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.11367,regular,pre_llm,2020,1,"{'ai_likelihood': 4.967053731282552e-07, 'text': 'Application of Seq2Seq Models on Code Correction\n\n  We apply various seq2seq models on programming language correction tasks on\nJuliet Test Suite for C/C++ and Java of Software Assurance Reference\nDatasets(SARD), and achieve 75\\%(for C/C++) and 56\\%(for Java) repair rates on\nthese tasks. We introduce Pyramid Encoder in these seq2seq models, which\nlargely increases the computational efficiency and memory efficiency, while\nremain similar repair rate to their non-pyramid counterparts. We successfully\ncarry out error type classification task on ITC benchmark examples (with only\n685 code instances) using transfer learning with models pre-trained on Juliet\nTest Suite, pointing out a novel way of processing small programing language\ndatasets.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.06675,regular,pre_llm,2020,1,"{'ai_likelihood': 9.934107462565105e-08, 'text': 'An Interdisciplinary Guideline for the Production of Videos and Vision\n  Videos by Software Professionals\n\n  Background and Motivation: In recent years, the topic of applying videos in\nrequirements engineering has been discussed and its contributions are of\ninteresting potential. In the last 35 years, several researchers proposed\napproaches for applying videos in requirements engineering due to their\ncommunication richness and effectiveness. However, these approaches mainly use\nvideos but omit the details about how to produce them. This lack of guidance is\none crucial reason why videos are not an established documentation option for\nsuccessful requirements communication and thus shared understanding. Software\nprofessionals are not directors and thus they do not necessarily know what\nconstitutes a good video in general and for an existing approach. Therefore,\nthis lack of knowledge and skills on how to produce and use videos for visual\ncommunication impedes the application of videos by software professionals in\nrequirements engineering.\n  How to Create Effective Videos and Vision Videos?: This technical report\naddresses this lack of knowledge and skills by software professionals. We\nprovide two guidelines that can be used as checklists to avoid frequent flaws\nin the production and use of videos respectively vision videos. Software\nprofessionals without special training should be able to follow these\nguidelines to achieve the basic capabilities to produce (vision) videos that\nare accepted by their stakeholders. These guidelines represent a core set of\nthose capabilities in the preproduction, shooting, postproduction, and viewing\nof (vision) videos. We do not strive for perfection in any of these\ncapabilities, .e.g., technical handling of video equipment, storytelling, or\nvideo editing. Instead, these guidelines support all steps of the (vision)\nvideo production and use process to a balanced way.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.09342,regular,pre_llm,2020,1,"{'ai_likelihood': 9.271833631727431e-07, 'text': 'Open-source Defect Injection Benchmark Testbed for the Evaluation of\n  Testing\n\n  A natural method to evaluate the effectiveness of a testing technique is to\nmeasure the defect detection rate when applying the created test cases. Here,\nreal or artificial software defects can be injected into the source code of\nsoftware. For a more extensive evaluation, the injection of artificial defects\nis usually needed and can be performed via mutation testing using code mutation\noperators. However, to simulate complex defects arising from a misunderstanding\nof design specifications, mutation testing might reach its limit in some cases.\nIn this paper, we present an open-source benchmark testbed application that\nemploys a complement method of artificial defect injection. The application is\ncompiled after artificial defects are injected into its source code from\npredefined building blocks. The majority of the functions and user interface\nelements are covered by creating front-end-based automated test cases that can\nbe used in experiments.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.03277,regular,pre_llm,2020,1,"{'ai_likelihood': 4.967053731282552e-07, 'text': ""Searching a Database of Source Codes Using Contextualized Code Search\n\n  Consider the case where a programmer has written some part of a program, but\nhas left part of the program (such as a method or a function body) incomplete.\nThe goal is to use the context surrounding the missing code to automatically\n'figure out' which of the codes in the database would be useful to the\nprogrammer in order to help complete the missing code. The search is\n'contextualized' in the sense that the search engine should use clues in the\npartially-completed code to figure out which database code is most useful. The\nuser should not be required to formulate an explicit query. We cast\ncontextualized code search as a learning problem, where the goal is to learn a\ndistribution function computing the likelihood that each database code\ncompletes the program, and propose a neural model for predicting which database\ncode is likely to be most useful. Because it will be prohibitively expensive to\napply a neural model to each code in a database of millions or billions of\ncodes at search time, one of our key technical concerns is ensuring a speedy\nsearch. We address this by learning a 'reverse encoder' that can be used to\nreduce the problem of evaluating each database code to computing a convolution\nof two normal distributions.\n"", 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
