arxiv_id,paper_type,period,year,perplexity,alpha_estimate,alpha_ci_half_width,year_alpha_estimate,year_alpha_ci_half_width,alpha_adjusted,alpha_adjusted_ci_half_width,year_alpha_adjusted,year_alpha_adjusted_ci_half_width
2001.09293,regular,pre_llm,2020,54.65926361083984,0.027,0.004,,,0.0,0.0,,
2001.02095,regular,pre_llm,2020,58.29386901855469,0.027,0.004,,,0.0,0.0,,
2001.01326,regular,pre_llm,2020,61.40496826171875,0.027,0.004,,,0.0,0.0,,
2001.10905,regular,pre_llm,2020,44.53693008422852,0.027,0.004,,,0.0,0.0,,
2001.04418,regular,pre_llm,2020,77.8108901977539,0.027,0.004,,,0.0,0.0,,
2001.04238,regular,pre_llm,2020,64.81399536132812,0.027,0.004,,,0.0,0.0,,
2001.04233,regular,pre_llm,2020,81.3071060180664,0.027,0.004,,,0.0,0.0,,
2001.02122,regular,pre_llm,2020,48.78601837158203,0.027,0.004,,,0.0,0.0,,
2001.02094,regular,pre_llm,2020,34.50919723510742,0.027,0.004,,,0.0,0.0,,
2001.09442,review,pre_llm,2020,67.79619598388672,0.131,0.016,,,0.0,0.0,,
2001.07374,regular,pre_llm,2020,58.157188415527344,0.027,0.004,,,0.0,0.0,,
2001.02021,regular,pre_llm,2020,70.77742004394531,0.027,0.004,,,0.0,0.0,,
2001.07578,regular,pre_llm,2020,39.74435043334961,0.027,0.004,,,0.0,0.0,,
2001.0573,review,pre_llm,2020,50.49289321899414,0.131,0.016,,,0.0,0.0,,
2001.01577,regular,pre_llm,2020,23.761707305908203,0.027,0.004,,,0.0,0.0,,
2001.11457,regular,pre_llm,2020,65.44821166992188,0.027,0.004,,,0.0,0.0,,
2001.09403,regular,pre_llm,2020,79.48140716552734,0.027,0.004,,,0.0,0.0,,
2001.04186,regular,pre_llm,2020,58.479736328125,0.027,0.004,,,0.0,0.0,,
2001.1139,regular,pre_llm,2020,63.664337158203125,0.027,0.004,,,0.0,0.0,,
2001.06921,review,pre_llm,2020,46.84977722167969,0.131,0.016,,,0.0,0.0,,
2001.08193,regular,pre_llm,2020,64.09125518798828,0.027,0.004,,,0.0,0.0,,
2001.03809,regular,pre_llm,2020,62.5115966796875,0.027,0.004,,,0.0,0.0,,
2001.0549,regular,pre_llm,2020,43.80745315551758,0.027,0.004,,,0.0,0.0,,
2001.11797,review,pre_llm,2020,35.7558479309082,0.131,0.016,,,0.0,0.0,,
2001.07537,review,pre_llm,2020,54.04080581665039,0.131,0.016,,,0.0,0.0,,
2001.04432,regular,pre_llm,2020,70.02930450439453,0.027,0.004,,,0.0,0.0,,
2001.10828,regular,pre_llm,2020,71.70069885253906,0.027,0.004,,,0.0,0.0,,
2001.0539,regular,pre_llm,2020,60.75831985473633,0.027,0.004,,,0.0,0.0,,
2001.01007,regular,pre_llm,2020,33.606285095214844,0.027,0.004,,,0.0,0.0,,
2001.05291,regular,pre_llm,2020,80.90528106689453,0.027,0.004,,,0.0,0.0,,
2001.09398,regular,pre_llm,2020,43.04803085327149,0.027,0.004,,,0.0,0.0,,
2001.05214,regular,pre_llm,2020,21.19805145263672,0.027,0.004,,,0.0,0.0,,
2001.07573,review,pre_llm,2020,46.204776763916016,0.131,0.016,,,0.0,0.0,,
2001.0321,regular,pre_llm,2020,33.1915397644043,0.027,0.004,,,0.0,0.0,,
2002.03766,regular,pre_llm,2020,43.21711349487305,0.027,0.004,,,0.0,0.0,,
2001.01781,review,pre_llm,2020,94.88378143310548,0.131,0.016,,,0.0,0.0,,
2001.1073,regular,pre_llm,2020,56.27412414550781,0.027,0.004,,,0.0,0.0,,
2001.04861,review,pre_llm,2020,22.26298141479492,0.131,0.016,,,0.0,0.0,,
2001.01772,regular,pre_llm,2020,80.39518737792969,0.027,0.004,,,0.0,0.0,,
2001.07362,regular,pre_llm,2020,40.01104736328125,0.027,0.004,,,0.0,0.0,,
2001.10953,regular,pre_llm,2020,49.24117660522461,0.027,0.004,,,0.0,0.0,,
2001.06322,regular,pre_llm,2020,77.10624694824219,0.027,0.004,,,0.0,0.0,,
2001.05288,review,pre_llm,2020,49.784950256347656,0.131,0.016,,,0.0,0.0,,
2001.03543,regular,pre_llm,2020,40.07134246826172,0.027,0.004,,,0.0,0.0,,
2001.02619,review,pre_llm,2020,66.99327850341797,0.131,0.016,,,0.0,0.0,,
2001.0619,regular,pre_llm,2020,38.040565490722656,0.027,0.004,,,0.0,0.0,,
2001.06917,regular,pre_llm,2020,71.5615463256836,0.027,0.004,,,0.0,0.0,,
2001.0427,review,pre_llm,2020,57.64723205566406,0.131,0.016,,,0.0,0.0,,
2001.10922,regular,pre_llm,2020,32.90200424194336,0.027,0.004,,,0.0,0.0,,
2001.04566,regular,pre_llm,2020,43.49301528930664,0.027,0.004,,,0.0,0.0,,
2001.06781,regular,pre_llm,2020,31.32904052734375,0.027,0.004,,,0.0,0.0,,
2001.09956,regular,pre_llm,2020,50.14931869506836,0.027,0.004,,,0.0,0.0,,
2001.05087,regular,pre_llm,2020,149.39198303222656,0.027,0.004,,,0.0,0.0,,
2001.08372,regular,pre_llm,2020,38.791751861572266,0.027,0.004,,,0.0,0.0,,
2002.11717,regular,pre_llm,2020,56.58512115478516,0.027,0.004,,,0.0,0.0,,
2002.11714,regular,pre_llm,2020,42.82801055908203,0.027,0.004,,,0.0,0.0,,
2002.06432,regular,pre_llm,2020,56.63457489013672,0.027,0.004,,,0.0,0.0,,
2002.11485,regular,pre_llm,2020,95.17170715332033,0.027,0.004,,,0.0,0.0,,
2002.04733,regular,pre_llm,2020,184.06565856933597,0.027,0.004,,,0.0,0.0,,
2003.0003,regular,pre_llm,2020,33.93342590332031,0.027,0.004,,,0.0,0.0,,
2002.01088,review,pre_llm,2020,33.61672592163086,0.131,0.016,,,0.0,0.0,,
2002.00509,regular,pre_llm,2020,60.30780792236328,0.027,0.004,,,0.0,0.0,,
2002.12441,regular,pre_llm,2020,68.50189971923828,0.027,0.004,,,0.0,0.0,,
2002.04852,regular,pre_llm,2020,24.141735076904297,0.027,0.004,,,0.0,0.0,,
2002.05615,regular,pre_llm,2020,46.56083297729492,0.027,0.004,,,0.0,0.0,,
2002.0164,regular,pre_llm,2020,50.40601348876953,0.027,0.004,,,0.0,0.0,,
2002.12445,regular,pre_llm,2020,52.18516159057617,0.027,0.004,,,0.0,0.0,,
2002.0208,regular,pre_llm,2020,42.280494689941406,0.027,0.004,,,0.0,0.0,,
2002.06726,regular,pre_llm,2020,35.5794792175293,0.027,0.004,,,0.0,0.0,,
2002.05513,regular,pre_llm,2020,62.55850601196289,0.027,0.004,,,0.0,0.0,,
2002.08627,review,pre_llm,2020,27.51146507263184,0.131,0.016,,,0.0,0.0,,
2003.04369,regular,pre_llm,2020,197.22894287109372,0.027,0.004,,,0.0,0.0,,
2002.03514,regular,pre_llm,2020,55.86969757080078,0.027,0.004,,,0.0,0.0,,
