arxiv_id,paper_type,period,year,perplexity,alpha_estimate,alpha_ci_half_width,year_alpha_estimate,year_alpha_ci_half_width,alpha_adjusted,alpha_adjusted_ci_half_width,year_alpha_adjusted,year_alpha_adjusted_ci_half_width
2001.0878,review,pre_llm,2020,29.224708557128903,0.131,0.007,,,0.0,0.0,,
2001.01873,regular,pre_llm,2020,53.1192512512207,0.019,0.001,,,0.0,0.0,,
2001.00526,regular,pre_llm,2020,37.803897857666016,0.019,0.001,,,0.0,0.0,,
2001.10063,regular,pre_llm,2020,40.540771484375,0.019,0.001,,,0.0,0.0,,
2001.04206,regular,pre_llm,2020,38.10794448852539,0.019,0.001,,,0.0,0.0,,
2001.03792,regular,pre_llm,2020,55.30767822265625,0.019,0.001,,,0.0,0.0,,
2001.03438,regular,pre_llm,2020,42.1888313293457,0.019,0.001,,,0.0,0.0,,
2001.02314,regular,pre_llm,2020,35.48963165283203,0.019,0.001,,,0.0,0.0,,
2001.09966,review,pre_llm,2020,68.14892578125,0.131,0.007,,,0.0,0.0,,
2001.01802,regular,pre_llm,2020,34.124267578125,0.019,0.001,,,0.0,0.0,,
2001.09245,regular,pre_llm,2020,43.20626449584961,0.019,0.001,,,0.0,0.0,,
2001.10049,regular,pre_llm,2020,55.71637725830078,0.019,0.001,,,0.0,0.0,,
2002.03728,regular,pre_llm,2020,42.1336669921875,0.019,0.001,,,0.0,0.0,,
2001.07546,regular,pre_llm,2020,74.17198944091797,0.019,0.001,,,0.0,0.0,,
2001.01496,regular,pre_llm,2020,35.8200798034668,0.019,0.001,,,0.0,0.0,,
2001.08111,review,pre_llm,2020,37.65644454956055,0.131,0.007,,,0.0,0.0,,
2001.0597,regular,pre_llm,2020,41.86626434326172,0.019,0.001,,,0.0,0.0,,
2001.00694,regular,pre_llm,2020,38.57841110229492,0.019,0.001,,,0.0,0.0,,
2001.00647,regular,pre_llm,2020,47.65501403808594,0.019,0.001,,,0.0,0.0,,
2001.01598,regular,pre_llm,2020,47.38034439086914,0.019,0.001,,,0.0,0.0,,
2001.0336,regular,pre_llm,2020,33.537078857421875,0.019,0.001,,,0.0,0.0,,
2001.03569,review,pre_llm,2020,53.573055267333984,0.131,0.007,,,0.0,0.0,,
2001.07063,regular,pre_llm,2020,58.61720275878906,0.019,0.001,,,0.0,0.0,,
2001.08288,regular,pre_llm,2020,28.443723678588867,0.019,0.001,,,0.0,0.0,,
2001.00567,regular,pre_llm,2020,33.6502685546875,0.019,0.001,,,0.0,0.0,,
2001.07791,regular,pre_llm,2020,64.12451171875,0.019,0.001,,,0.0,0.0,,
2001.03093,regular,pre_llm,2020,45.48496627807617,0.019,0.001,,,0.0,0.0,,
2001.09746,regular,pre_llm,2020,72.9131088256836,0.019,0.001,,,0.0,0.0,,
2001.08893,regular,pre_llm,2020,24.03601837158203,0.019,0.001,,,0.0,0.0,,
2001.09578,regular,pre_llm,2020,40.11202239990234,0.019,0.001,,,0.0,0.0,,
2002.05505,review,pre_llm,2020,46.72680282592773,0.131,0.007,,,0.0,0.0,,
2001.05939,regular,pre_llm,2020,30.364850997924805,0.019,0.001,,,0.0,0.0,,
2001.03398,regular,pre_llm,2020,35.793888092041016,0.019,0.001,,,0.0,0.0,,
2001.06407,regular,pre_llm,2020,46.75556182861328,0.019,0.001,,,0.0,0.0,,
2001.08099,regular,pre_llm,2020,41.47273254394531,0.019,0.001,,,0.0,0.0,,
2001.04229,regular,pre_llm,2020,41.4390869140625,0.019,0.001,,,0.0,0.0,,
2001.11142,regular,pre_llm,2020,42.76832962036133,0.019,0.001,,,0.0,0.0,,
2001.11962,regular,pre_llm,2020,68.8011703491211,0.019,0.001,,,0.0,0.0,,
2001.00222,regular,pre_llm,2020,28.93389129638672,0.019,0.001,,,0.0,0.0,,
2001.10298,regular,pre_llm,2020,89.56179809570312,0.019,0.001,,,0.0,0.0,,
2001.11108,regular,pre_llm,2020,55.77826690673828,0.019,0.001,,,0.0,0.0,,
2001.02561,regular,pre_llm,2020,44.49177169799805,0.019,0.001,,,0.0,0.0,,
2001.0954,regular,pre_llm,2020,33.20066452026367,0.019,0.001,,,0.0,0.0,,
