arxiv_id,paper_type,period,year,perplexity,alpha_estimate,alpha_ci_half_width,year_alpha_estimate,year_alpha_ci_half_width
2001.11163,regular,pre_llm,2020,67.31621551513672,0.072,0.006,,
2001.01868,regular,pre_llm,2020,97.2178955078125,0.072,0.006,,
2001.01073,regular,pre_llm,2020,83.83924865722656,0.072,0.006,,
2001.03899,regular,pre_llm,2020,42.32789993286133,0.072,0.006,,
2001.03271,regular,pre_llm,2020,44.59953689575195,0.072,0.006,,
2001.03021,regular,pre_llm,2020,42.140628814697266,0.072,0.006,,
2001.02306,regular,pre_llm,2020,33.27836227416992,0.072,0.006,,
2001.0184,review,pre_llm,2020,55.426937103271484,0.145,0.014,,
2001.08301,review,pre_llm,2020,49.702213287353516,0.145,0.014,,
2001.01824,regular,pre_llm,2020,36.793094635009766,0.072,0.006,,
2001.0578,regular,pre_llm,2020,57.298118591308594,0.072,0.006,,
2001.0134,regular,pre_llm,2020,21.63877296447754,0.072,0.006,,
2001.11571,review,pre_llm,2020,49.017066955566406,0.145,0.014,,
2001.06798,regular,pre_llm,2020,25.06970977783203,0.072,0.006,,
2001.09134,regular,pre_llm,2020,54.840782165527344,0.072,0.006,,
2002.00091,regular,pre_llm,2020,33.660335540771484,0.072,0.006,,
2001.03352,regular,pre_llm,2020,58.43360137939453,0.072,0.006,,
2001.04352,regular,pre_llm,2020,56.01008605957031,0.072,0.006,,
2001.00892,regular,pre_llm,2020,57.51294708251953,0.072,0.006,,
2002.00732,regular,pre_llm,2020,45.90656661987305,0.072,0.006,,
2001.06578,regular,pre_llm,2020,42.25740051269531,0.072,0.006,,
2001.04564,regular,pre_llm,2020,42.89581298828125,0.072,0.006,,
2001.04461,regular,pre_llm,2020,47.618141174316406,0.072,0.006,,
2001.05149,review,pre_llm,2020,58.6019172668457,0.145,0.014,,
2001.03012,regular,pre_llm,2020,37.053794860839844,0.072,0.006,,
2001.06423,regular,pre_llm,2020,43.90591812133789,0.072,0.006,,
2001.09963,regular,pre_llm,2020,36.72904586791992,0.072,0.006,,
2001.09604,review,pre_llm,2020,25.557342529296875,0.145,0.014,,
2001.05621,regular,pre_llm,2020,47.79821014404297,0.072,0.006,,
2001.02985,review,pre_llm,2020,48.82582473754883,0.145,0.014,,
2001.04519,regular,pre_llm,2020,32.270240783691406,0.072,0.006,,
2001.06579,regular,pre_llm,2020,37.23881149291992,0.072,0.006,,
2001.02938,review,pre_llm,2020,63.38206481933594,0.145,0.014,,
2001.04612,regular,pre_llm,2020,47.748046875,0.072,0.006,,
2001.09077,regular,pre_llm,2020,54.55082321166992,0.072,0.006,,
2001.01445,regular,pre_llm,2020,49.589969635009766,0.072,0.006,,
2001.05684,regular,pre_llm,2020,29.271780014038086,0.072,0.006,,
2001.06737,regular,pre_llm,2020,31.807701110839844,0.072,0.006,,
2001.0418,regular,pre_llm,2020,62.7554817199707,0.072,0.006,,
2001.10898,regular,pre_llm,2020,37.764610290527344,0.072,0.006,,
2001.07546,regular,pre_llm,2020,74.17198944091797,0.072,0.006,,
2001.02705,regular,pre_llm,2020,42.67082595825195,0.072,0.006,,
2001.01441,regular,pre_llm,2020,47.07552719116211,0.072,0.006,,
2001.02316,regular,pre_llm,2020,59.53131866455078,0.072,0.006,,
2002.0662,regular,pre_llm,2020,27.08745765686035,0.072,0.006,,
2002.10593,regular,pre_llm,2020,51.24897384643555,0.072,0.006,,
2002.05963,regular,pre_llm,2020,48.99588394165039,0.072,0.006,,
2002.0094,review,pre_llm,2020,38.67993927001953,0.145,0.014,,
2002.07968,regular,pre_llm,2020,40.503517150878906,0.072,0.006,,
2002.09029,regular,pre_llm,2020,38.9415168762207,0.072,0.006,,
2002.01537,review,pre_llm,2020,37.685882568359375,0.145,0.014,,
2002.06642,regular,pre_llm,2020,40.37178039550781,0.072,0.006,,
2002.01116,regular,pre_llm,2020,46.59101867675781,0.072,0.006,,
2002.09155,regular,pre_llm,2020,40.9241828918457,0.072,0.006,,
2002.06093,regular,pre_llm,2020,38.15692138671875,0.072,0.006,,
2002.06638,regular,pre_llm,2020,34.519004821777344,0.072,0.006,,
2002.09949,regular,pre_llm,2020,67.41142272949219,0.072,0.006,,
2002.04263,regular,pre_llm,2020,36.20280456542969,0.072,0.006,,
2002.01111,regular,pre_llm,2020,34.297847747802734,0.072,0.006,,
2002.11834,review,pre_llm,2020,37.17097091674805,0.145,0.014,,
2002.05036,regular,pre_llm,2020,54.14122772216797,0.072,0.006,,
2002.10594,regular,pre_llm,2020,52.542808532714844,0.072,0.006,,
2002.10887,review,pre_llm,2020,26.79248046875,0.145,0.014,,
2002.07576,review,pre_llm,2020,48.051666259765625,0.145,0.014,,
2002.11284,regular,pre_llm,2020,40.91006851196289,0.072,0.006,,
2002.08034,regular,pre_llm,2020,42.84173583984375,0.072,0.006,,
2002.01025,review,pre_llm,2020,33.84003829956055,0.145,0.014,,
2002.10313,regular,pre_llm,2020,51.490028381347656,0.072,0.006,,
2002.01543,review,pre_llm,2020,36.30460739135742,0.145,0.014,,
2002.08956,regular,pre_llm,2020,63.68850326538086,0.072,0.006,,
2002.06308,review,pre_llm,2020,37.324703216552734,0.145,0.014,,
2002.03582,regular,pre_llm,2020,33.53035354614258,0.072,0.006,,
2002.08139,review,pre_llm,2020,34.605987548828125,0.145,0.014,,
2002.12315,regular,pre_llm,2020,53.63370895385742,0.072,0.006,,
2002.1202,review,pre_llm,2020,31.154787063598633,0.145,0.014,,
2002.01288,regular,pre_llm,2020,59.257564544677734,0.072,0.006,,
2002.06655,regular,pre_llm,2020,59.80482482910156,0.072,0.006,,
2002.11458,regular,pre_llm,2020,64.44483947753906,0.072,0.006,,
2002.06581,regular,pre_llm,2020,53.264854431152344,0.072,0.006,,
2002.06069,regular,pre_llm,2020,36.922325134277344,0.072,0.006,,
2002.0628,regular,pre_llm,2020,43.46556854248047,0.072,0.006,,
2002.0795,review,pre_llm,2020,29.622474670410156,0.145,0.014,,
2002.12007,regular,pre_llm,2020,30.4663143157959,0.072,0.006,,
2002.11596,regular,pre_llm,2020,40.20198059082031,0.072,0.006,,
