arxiv_id,paper_type,period,year,month,pangram_prediction
2001.10386,regular,pre_llm,2020,1,"{'ai_likelihood': 9.602970547146267e-07, 'text': 'Taking Recoveries to Task: Recovery-Driven Development for Recipe-based\n  Robot Tasks\n\n  Robot task execution when situated in real-world environments is fragile. As\nsuch, robot architectures must rely on robust error recovery, adding\nnon-trivial complexity to highly-complex robot systems. To handle this\ncomplexity in development, we introduce Recovery-Driven Development (RDD), an\niterative task scripting process that facilitates rapid task and recovery\ndevelopment by leveraging hierarchical specification, separation of nominal\ntask and recovery development, and situated testing. We validate our approach\nwith our challenge-winning mobile manipulator software architecture developed\nusing RDD for the FetchIt! Challenge at the IEEE 2019 International Conference\non Robotics and Automation. We attribute the success of our system to the level\nof robustness achieved using RDD, and conclude with lessons learned for\ndeveloping such systems.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.09981,regular,pre_llm,2020,1,"{'ai_likelihood': 5.298190646701389e-07, 'text': ""Designing a Socially Assistive Robot for Long-Term In-Home Use for\n  Children with Autism Spectrum Disorders\n\n  Socially assistive robotics (SAR) research has shown great potential for\nsupplementing and augmenting therapy for children with autism spectrum\ndisorders (ASD). However, the vast majority of SAR research has been limited to\nshort-term studies in highly controlled environments. The design and\ndevelopment of a SAR system capable of interacting autonomously {\\it in situ}\nfor long periods of time involves many engineering and computing challenges.\nThis paper presents the design of a fully autonomous SAR system for long-term,\nin-home use with children with ASD. We address design decisions based on\nrobustness and adaptability needs, discuss the development of the robot's\ncharacter and interactions, and provide insights from the month-long, in-home\ndata collections with children with ASD. This work contributes to a larger\nresearch program that is exploring how SAR can be used for enhancing the social\nand cognitive development of children with ASD.\n"", 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.01011,regular,pre_llm,2020,1,"{'ai_likelihood': 1.6887982686360678e-06, 'text': 'Simulating Ankle Torque during Walking Using a new Bioinspired Muscle\n  Model with Application for Controlling a Powered Exoskeleton\n\n  Human-like motion is a primary goal for many robotic assistive devices.\nEmulating the strategy of the human neuromuscular system may aid the control of\nsuch powered devices, yet many challenges remain. In this study, we\ninvestigated the potential for using the winding filament model (WFM) of muscle\nto predict the net muscle moment of the ankle. The long-term goal is to use\nthis model to improve ankle control of a commercial powered exoskeleton. The\ninnovation aspects of this study are: First, there have been no commercialized\nactive ankle exoskeletons available in the market. All the available\nexoskeletons have passive ankle joints, which cannot mimic human movement,\nespecially in normal and fast walking [1]. Second, the Winding Filament Model\nController (WFMC) is the first control strategy based on a muscle model that\ndoes not use an electromyographic (EMG) signal as an input. The activation,\nwhich is calculated from EMG, is a crucial input parameter for almost all of\nthe control strategies based on muscle modeling. However, the winding filament\nmuscle model can predict muscle force by using muscle length as the primary\ninput, and the activation input signal could be either a square wave [33] or a\nsimple bell shape function like our study. This is one of the most important\nbenefits of the WFMC strategy, since it makes this bioinspired strategy\napplicable for all patient populations, even those with impaired muscle\nactivities or without muscle activities (e.g. stroke, spinal cord injury,\nParkinson disease, etc.). Third, the WFMC is adaptive to different tasks like\nwalking at different speeds, as well as walking over the incline and over\nstairs.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.08042,regular,pre_llm,2020,1,"{'ai_likelihood': 6.291601392957899e-07, 'text': 'Planning an Efficient and Robust Base Sequence for a Mobile Manipulator\n  Performing Multiple Pick-and-place Tasks\n\n  In this paper, we address efficiently and robustly collecting objects stored\nin different trays using a mobile manipulator. A resolution complete method,\nbased on precomputed reachability database, is proposed to explore\ncollision-free inverse kinematics (IK) solutions and then a resolution complete\nset of feasible base positions can be determined. This method approximates a\nset of representative IK solutions that are especially helpful when solving IK\nand checking collision are treated separately. For real world applications, we\ntake into account the base positioning uncertainty and plan a sequence of base\npositions that reduce the number of necessary base movements for collecting the\ntarget objects, the base sequence is robust in that the mobile manipulator is\nable to complete the part-supply task even there is certain deviation from the\nplanned base positions. Our experiments demonstrate both the efficiency\ncompared to regular base sequence and the feasibility in real world\napplications.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.04397,regular,pre_llm,2020,1,"{'ai_likelihood': 5.960464477539062e-07, 'text': 'SMT-based Robot Transition Repair\n\n  State machines are a common model for robot behaviors. Transition functions\noften rely on parameterized conditions to model preconditions for the\ncontrollers, where the correct values of the parameters depend on factors\nrelating to the environment or the specific robot. In the absence of specific\ncalibration procedures a roboticist must painstakingly adjust the parameters\nthrough a series of trial and error experiments. In this process, identifying\nwhen the robot has taken an incorrect action, and what should be done is\nstraightforward, but finding the right parameter values can be difficult. We\npresent an alternative approach that we call, interactive SMT-based Robot\nTransition Repair. During execution we record an execution trace of the\ntransition function, and we ask the roboticist to identify a few instances\nwhere the robot has transitioned incorrectly, and what the correct transition\nshould have been. A user supplies these corrections based on the type of error\nto repair, and an automated analysis of the traces partially evaluates the\ntransition function for each correction. This system of constraints is then\nformulated as a MaxSMT problem, where the solution is a minimal adjustment to\nthe parameters that satisfies the maximum number of constraints. In order to\nidentify a repair that accurately captures user intentions and generalizes to\nnovel scenarios, solutions are explored by iteratively adding constraints to\nthe MaxSMT problem to yield sets of alternative repairs. We test with state\nmachines from multiple domains including robot soccer and autonomous driving,\nand we evaluate solver based repair with respect to solver choice and\noptimization hyperparameters. Our results demonstrate that SRTR can repair a\nvariety of states machines and error types 1) quickly, 2) with small numbers of\ncorrections, while 3) not overcorrecting state machines and harming generalized\nperformance.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.03605,regular,pre_llm,2020,1,"{'ai_likelihood': 1.655684577094184e-07, 'text': 'Real-Time Long Range Trajectory Replanning for MAVs in the Presence of\n  Dynamic Obstacles\n\n  Real-time long-range local planning is a challenging task, especially in the\npresence of dynamics obstacles. We propose a complete system which is capable\nof performing the local replanning in real-time. Desired trajectory is needed\nin the system initialization phase; system starts initializing sub-components\nof the system including point cloud processor, trajectory estimator and\nplanner. Afterwards, the multi-rotary aerial vehicle starts moving on the given\ntrajectory. When it detects obstacles, it replans the trajectory from the\ncurrent pose to pre-defined distance incorporating the desired trajectory.\nPoint cloud processor is employed to identify the closest obstacles around the\nvehicle. For replanning, Rapidly-exploring Random Trees (RRT*) is used with two\nmodifications which allow planning the trajectory in milliseconds scales. Once\nwe replanned the desired path, velocity components(x,y and z) and yaw rate are\ncalculated. Those values are sent to the controller at a constant frequency to\nmaneuver the vehicle autonomously. Finally, we have evaluated each of the\ncomponents separately and tested the complete system in the simulated and real\nenvironments.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.08622,regular,pre_llm,2020,1,"{'ai_likelihood': 1.4238887363009983e-06, 'text': 'AprilTags 3D: Dynamic Fiducial Markers for Robust Pose Estimation in\n  Highly Reflective Environments and Indirect Communication in Swarm Robotics\n\n  Although fiducial markers give an accurate pose estimation in laboratory\nconditions, where the noisy factors are controlled, using them in field robotic\napplications remains a challenge. This is constrained to the fiducial maker\nsystems, since they only work within the RGB image space. As a result, noises\nin the image produce large pose estimation errors. In robotic applications,\nfiducial markers have been mainly used in its original and simple form, as a\nplane in a printed paper sheet. This setup is sufficient for basic visual\nservoing and augmented reality applications, but not for complex swarm robotic\napplications in which the setup consists of multiple dynamic markers (tags\ndisplayed on LCD screen). This paper describes a novel methodology, called\nAprilTags3D, that improves pose estimation accuracy of AprilTags in field\nrobotics with only RGB sensor by adding a third dimension to the marker\ndetector. Also, presents experimental results from applying the proposed\nmethodology to swarm autonomous robotic boats for latching between them and for\ncreating robotic formations.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.09199,regular,pre_llm,2020,1,"{'ai_likelihood': 3.311369154188368e-07, 'text': 'A 3D Reactive Navigation Algorithm for Mobile Robots by Using\n  Tentacle-Based Sampling\n\n  This paper introduces a reactive navigation framework for mobile robots in\n3-dimensional (3D) space. The proposed approach does not rely on the global map\ninformation and achieves fast navigation by employing a tentacle based sampling\nand their heuristic evaluations on-the-fly. This reactive nature of the\napproach comes from the prior arrangement of navigation points on tentacles\n(parametric contours) to sample the navigation space. These tentacles are\nevaluated at each time-step, based on heuristic features such as closeness to\nthe goal, previous tentacle preferences and nearby obstacles in a\nrobot-centered 3D grid. Then, the navigable sampling point on the selected\ntentacle is passed to a controller for the motion execution. The proposed\nframework does not only extend its 2D tentacle-based counterparts into 3D, but\nalso introduces offline and online parameters, whose tuning provides\nversatility and adaptability of the algorithm to work in unknown environments.\nTo demonstrate the superior performance of the proposed algorithm over a\nstate-of-art method, the statistical results from physics-based simulations on\nvarious maps are presented. The video of the work is available at\nhttps://youtu.be/rrF7wHCz-0M.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.03864,regular,pre_llm,2020,1,"{'ai_likelihood': 4.735257890489366e-06, 'text': 'Learning to drive via Apprenticeship Learning and Deep Reinforcement\n  Learning\n\n  With the implementation of reinforcement learning (RL) algorithms, current\nstate-of-art autonomous vehicle technology have the potential to get closer to\nfull automation. However, most of the applications have been limited to game\ndomains or discrete action space which are far from the real world driving.\nMoreover, it is very tough to tune the parameters of reward mechanism since the\ndriving styles vary a lot among the different users. For instance, an\naggressive driver may prefer driving with high acceleration whereas some\nconservative drivers prefer a safer driving style. Therefore, we propose an\napprenticeship learning in combination with deep reinforcement learning\napproach that allows the agent to learn the driving and stopping behaviors with\ncontinuous actions. We use gradient inverse reinforcement learning (GIRL)\nalgorithm to recover the unknown reward function and employ REINFORCE as well\nas Deep Deterministic Policy Gradient algorithm (DDPG) to learn the optimal\npolicy. The performance of our method is evaluated in simulation-based scenario\nand the results demonstrate that the agent performs human like driving and even\nbetter in some aspects after training.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
2001.03075,regular,pre_llm,2020,1,"{'ai_likelihood': 2.7815500895182294e-06, 'text': 'Pivot calibration concept for sensor attached mobile c-arms\n\n  Medical augmented reality has been actively studied for decades and many\nmethods have been proposed torevolutionize clinical procedures. One example is\nthe camera augmented mobile C-arm (CAMC), which providesa real-time video\naugmentation onto medical images by rigidly mounting and calibrating a camera\nto the imagingdevice. Since then, several CAMC variations have been suggested\nby calibrating 2D/3D cameras, trackers, andmore recently a Microsoft HoloLens\nto the C-arm. Different calibration methods have been applied to establishthe\ncorrespondence between the rigidly attached sensor and the imaging device. A\ncrucial step for these methodsis the acquisition of X-Ray images or 3D\nreconstruction volumes; therefore, requiring the emission of ionizingradiation.\nIn this work, we analyze the mechanical motion of the device and propose an\nalternatative methodto calibrate sensors to the C-arm without emitting any\nradiation. Given a sensor is rigidly attached to thedevice, we introduce an\nextended pivot calibration concept to compute the fixed translation from the\nsensor tothe C-arm rotation center. The fixed relationship between the sensor\nand rotation center can be formulated as apivot calibration problem with the\npivot point moving on a locus. Our method exploits the rigid C-arm\nmotiondescribing a Torus surface to solve this calibration problem. We explain\nthe geometry of the C-arm motion andits relation to the attached sensor,\npropose a calibration algorithm and show its robustness against noise, as\nwellas trajectory and observed pose density by computer simulations. We discuss\nthis geometric-based formulationand its potential extensions to different C-arm\napplications.\n', 'prediction': 'Unlikely AI', 'llm_prediction': {'GPT35': 0.0, 'GPT4': 0.0, 'CLAUDE': 0.0, 'GOOGLE': 0.0, 'OPENAI_O_SERIES': 0.0, 'DEEPSEEK': 0.0, 'GROK': 0.0, 'NOVA': 0.0, 'OTHER': 0.0, 'HUMAN': 0.0}}"
