arxiv_id,paper_type,period,year,perplexity,alpha_estimate,alpha_ci_half_width,year_alpha_estimate,year_alpha_ci_half_width,alpha_adjusted,alpha_adjusted_ci_half_width,year_alpha_adjusted,year_alpha_adjusted_ci_half_width
2001.11196,regular,pre_llm,2020,41.11186218261719,0.034,0.003,,,0.0,0.0,,
2001.0307,regular,pre_llm,2020,37.3126106262207,0.034,0.003,,,0.0,0.0,,
2001.0033,regular,pre_llm,2020,49.71599960327149,0.034,0.003,,,0.0,0.0,,
2001.05215,regular,pre_llm,2020,64.34443664550781,0.034,0.003,,,0.0,0.0,,
2001.04397,regular,pre_llm,2020,44.48981857299805,0.034,0.003,,,0.0,0.0,,
2001.04293,regular,pre_llm,2020,42.87263488769531,0.034,0.003,,,0.0,0.0,,
2001.03075,regular,pre_llm,2020,48.42495727539063,0.034,0.003,,,0.0,0.0,,
2001.01555,regular,pre_llm,2020,47.38216400146485,0.034,0.003,,,0.0,0.0,,
2001.01011,regular,pre_llm,2020,32.58456802368164,0.034,0.003,,,0.0,0.0,,
2001.0862,regular,pre_llm,2020,42.752689361572266,0.034,0.003,,,0.0,0.0,,
2001.00356,regular,pre_llm,2020,50.35107421875,0.034,0.003,,,0.0,0.0,,
2001.00285,review,pre_llm,2020,38.450462341308594,0.165,0.026,,,0.0,0.0,,
2001.0955,regular,pre_llm,2020,27.625497817993164,0.034,0.003,,,0.0,0.0,,
2001.09981,regular,pre_llm,2020,25.755640029907227,0.034,0.003,,,0.0,0.0,,
2001.11478,regular,pre_llm,2020,41.03570175170898,0.034,0.003,,,0.0,0.0,,
2001.04637,review,pre_llm,2020,30.11089134216309,0.165,0.026,,,0.0,0.0,,
2001.06156,regular,pre_llm,2020,50.00748825073242,0.034,0.003,,,0.0,0.0,,
2001.09242,regular,pre_llm,2020,42.93008041381836,0.034,0.003,,,0.0,0.0,,
2001.11051,regular,pre_llm,2020,56.88631057739258,0.034,0.003,,,0.0,0.0,,
2001.08622,regular,pre_llm,2020,70.88101196289062,0.034,0.003,,,0.0,0.0,,
2001.06324,regular,pre_llm,2020,56.2560920715332,0.034,0.003,,,0.0,0.0,,
2001.07934,regular,pre_llm,2020,44.86827087402344,0.034,0.003,,,0.0,0.0,,
2001.0425,regular,pre_llm,2020,43.54616165161133,0.034,0.003,,,0.0,0.0,,
2001.09577,regular,pre_llm,2020,61.31134414672852,0.034,0.003,,,0.0,0.0,,
2001.10571,regular,pre_llm,2020,40.52383041381836,0.034,0.003,,,0.0,0.0,,
2001.10386,regular,pre_llm,2020,82.63998413085938,0.034,0.003,,,0.0,0.0,,
2001.08042,regular,pre_llm,2020,63.78482055664063,0.034,0.003,,,0.0,0.0,,
2001.04134,regular,pre_llm,2020,133.18458557128906,0.034,0.003,,,0.0,0.0,,
2001.07678,regular,pre_llm,2020,103.92987823486328,0.034,0.003,,,0.0,0.0,,
2001.09199,regular,pre_llm,2020,54.189064025878906,0.034,0.003,,,0.0,0.0,,
2001.03864,regular,pre_llm,2020,47.73212432861328,0.034,0.003,,,0.0,0.0,,
2001.07856,regular,pre_llm,2020,42.92913818359375,0.034,0.003,,,0.0,0.0,,
2001.0995,regular,pre_llm,2020,33.956748962402344,0.034,0.003,,,0.0,0.0,,
2001.00411,regular,pre_llm,2020,66.35696411132812,0.034,0.003,,,0.0,0.0,,
2001.08096,regular,pre_llm,2020,27.278064727783203,0.034,0.003,,,0.0,0.0,,
2001.11159,regular,pre_llm,2020,39.75184631347656,0.034,0.003,,,0.0,0.0,,
2001.05279,regular,pre_llm,2020,58.88912582397461,0.034,0.003,,,0.0,0.0,,
2001.10629,regular,pre_llm,2020,69.17510223388672,0.034,0.003,,,0.0,0.0,,
2001.08198,regular,pre_llm,2020,60.7612190246582,0.034,0.003,,,0.0,0.0,,
2001.03605,regular,pre_llm,2020,56.89116668701172,0.034,0.003,,,0.0,0.0,,
2001.00358,regular,pre_llm,2020,46.540283203125,0.034,0.003,,,0.0,0.0,,
2001.03515,regular,pre_llm,2020,53.05242538452149,0.034,0.003,,,0.0,0.0,,
2002.0789,regular,pre_llm,2020,37.876461029052734,0.034,0.003,,,0.0,0.0,,
2002.12349,regular,pre_llm,2020,69.56037902832031,0.034,0.003,,,0.0,0.0,,
2002.0506,regular,pre_llm,2020,53.55873489379883,0.034,0.003,,,0.0,0.0,,
2002.0153,regular,pre_llm,2020,50.31634521484375,0.034,0.003,,,0.0,0.0,,
2002.10098,regular,pre_llm,2020,42.29605102539063,0.034,0.003,,,0.0,0.0,,
2002.11892,regular,pre_llm,2020,74.36750793457031,0.034,0.003,,,0.0,0.0,,
2002.02715,regular,pre_llm,2020,57.59700393676758,0.034,0.003,,,0.0,0.0,,
2002.08288,regular,pre_llm,2020,88.62345123291016,0.034,0.003,,,0.0,0.0,,
2002.01918,regular,pre_llm,2020,44.34233856201172,0.034,0.003,,,0.0,0.0,,
2002.11905,regular,pre_llm,2020,60.46764755249024,0.034,0.003,,,0.0,0.0,,
2002.06344,regular,pre_llm,2020,53.308135986328125,0.034,0.003,,,0.0,0.0,,
2002.08018,regular,pre_llm,2020,36.64735412597656,0.034,0.003,,,0.0,0.0,,
2002.0444,regular,pre_llm,2020,60.38391876220703,0.034,0.003,,,0.0,0.0,,
2002.01632,regular,pre_llm,2020,33.837623596191406,0.034,0.003,,,0.0,0.0,,
2002.12647,regular,pre_llm,2020,55.79946517944336,0.034,0.003,,,0.0,0.0,,
2002.04874,regular,pre_llm,2020,43.189674377441406,0.034,0.003,,,0.0,0.0,,
2002.11913,regular,pre_llm,2020,66.86176300048828,0.034,0.003,,,0.0,0.0,,
2002.12089,regular,pre_llm,2020,51.04093551635742,0.034,0.003,,,0.0,0.0,,
2002.11807,regular,pre_llm,2020,47.9085578918457,0.034,0.003,,,0.0,0.0,,
2002.0971,regular,pre_llm,2020,60.627479553222656,0.034,0.003,,,0.0,0.0,,
2002.01591,regular,pre_llm,2020,42.53757858276367,0.034,0.003,,,0.0,0.0,,
2002.11901,regular,pre_llm,2020,95.87496948242188,0.034,0.003,,,0.0,0.0,,
2002.03038,regular,pre_llm,2020,65.1988296508789,0.034,0.003,,,0.0,0.0,,
2002.11051,regular,pre_llm,2020,38.16852951049805,0.034,0.003,,,0.0,0.0,,
2002.06599,regular,pre_llm,2020,43.4775276184082,0.034,0.003,,,0.0,0.0,,
2002.09093,regular,pre_llm,2020,50.49629974365234,0.034,0.003,,,0.0,0.0,,
